,Year,Title_English,Episodes,Popularity,Aired,Aired On,Duration,Genres,Tags,Summary,Title_Korean,Also Known As,Content Rating,Score_Votes,Score,Ranked,Watchers
34,2023,King the Land (2023),16,42,"Jun 17, 2023 - Aug 6, 2023","Saturday, Sunday",1 hr. 11 min.,"['Comedy', 'Romance']","['Hotel Setting', 'Hardworking Female Lead', 'Male Chases Female First', ""Best Friends' Relationship"", 'Workplace Setting', 'Rich Male Lead', 'Opposites Attract', 'Healthy Mains’ Relationship', 'Competent Female Lead', 'Nice Female Lead']","Heir Koo Won, known for his brilliance and charm, despises fake smiles but is captivated by Cheon Sa Rang’s genuine one. As they bond over their shared desire for true happiness, Koo Won is thrown into an inheritance battle at King of the Land, an exclusive lounge owned by The King Group. Cheon Sa Rang, with her radiant smile, lands a job at King Hotel, a place full of childhood memories. However, she must set those memories aside and quickly adapt to the challenges and prejudices she faces at work. (Source: MyDramaList)",킹더랜드,"King the Lander , Kingdeolaendeu , Království úsměvů , O Rei Da Terra , Sorriso Real , Uśmiech Losu , Король Земли , Посмішка для спадкоємця , מלך הארץ , صالة اللحظات السعيدة , คิง เดอะ แลนด์",15+ - Teens 15 or older,96455,8.3,1316,159534
35,2023,Our Blooming Youth (2023),20,762,"Feb 6, 2023 - Apr 11, 2023","Monday, Tuesday",1 hr. 20 min.,"['Historical', 'Mystery', 'Romance', 'Drama']","['Prince Male Lead', 'Wrongfully Accused', 'Investigation', 'Cross-Dressing', 'Slow Burn Romance', 'Star Crossed Lovers', 'Slight Comedy', 'Slow Burn Story', 'Bantering Relationship', 'Curse']","Min Jae I, a gentle and poised daughter of a prominent family, is engaged to the son of a powerful State Councillor. Devoting herself to learning everything she needs to know to become a good wife and mother, Jae I dutifully prepares for the future. Sadly, destiny has other plans for her future. Just days before her wedding, tragedy strikes when her family is brutally murdered, and Jae I is falsely accused of the crime. Amidst the turmoil, she crosses paths with the cursed crown prince, Yi Hwan, who agrees to help her in exchange for her assistance in breaking his curse. As they navigate their challenges together, Jae I and Yi Hwan begin to develop unexpected feelings for each other. But their love faces countless obstacles, including their pasts, their uncertain futures, and the threat of the curse. Can they overcome these challenges and find a way to be together? (Source: CK Warrior at MyDramaList) ~~ Adapted from the novel ""The Golden Hairpin"" (簪中录) by Ce Ce Qing Han (侧侧轻寒).",청춘월담,"Cheongchuniyeo Woldamhara , Cheongchunwoldam , Jamjunglog , Nossa Juventude Florescente , Sleep Memo , Sleeping Rock , The Golden Hairpin , The Tale of Youth , Youth Climbing Over the Wall , Youth Montly Talk , Youth, Climb the Barrier , Youth, Talk to the Moon , Наша цветущая юность , Повість юності , شبابنا المزهر , 잠중록 , 청춘이여 월담하라",15+ - Teens 15 or older,9981,8.1,1960,30311
36,2023,Bump Up Business (2023),8,1550,"Oct 20, 2023",Friday,15 min.,"['Music', 'Romance']","[""Co-workers' Relationship"", 'Idol Male Lead', 'Gay Male Lead', 'Gay Supporting Character', 'Gay Romance', 'Entertainment Industry', 'LGBTQ+', 'Nice Male Lead', 'Innocent Male Lead', 'Adapted From A Webtoon']","The story revolves around fifth-year trainee and soon-to-debut idol Eden and JiHoon, a celebrity from the same agency, and the love story between these two who are not good at expressing what they truly feel. (Source: kpopmap.com) ~~ Adapted from the webtoon ""Bump Up Business"" (범프 업 비즈니스) by RK Studio.",범프 업 비즈니스,"Beompeu Eob Bijeuniseu , Підняти бізнес , 범프업비즈니스",15+ - Teens 15 or older,7946,6.8,11977,16707
37,2023,Joseon Attorney: A Morality (2023),16,1357,"Mar 31, 2023 - May 20, 2023","Friday, Saturday",1 hr. 10 min.,"['Historical', 'Law', 'Romance', 'Drama']","['Joseon Dynasty', 'Revenge', 'Adapted From A Webtoon', 'Princess Female Lead', 'Lawyer Male Lead', 'Historical Fiction', 'Orphan Male Lead', 'Double Identity', 'Character Development', 'King Supporting Character']","Kang Han Su, a cunning lawyer who exploits clients for personal gain, gains a reputation as a hero among the public. Over time, he matures into an ethical lawyer, with his client Yi Yun Ju—initially seeking revenge—becoming an ally in his mission to uphold justice and defend the innocent. This transformation highlights Kang’s growth both professionally and personally. (Source: MyDramaList) ~~ Adapted from the webtoon “Joseon Lawyer” (조선변호사) written by Jeongjae & Shim Gun (정작가&심군).",조선변호사,"Joseon Attorney , Joseon Lawyer , Joseonbyeonhosa , Joseonský zastánce: Morálka , جوسون: محامي الشعب",15+ - Teens 15 or older,5058,7.9,2894,18940
38,2023,Taxi Driver Season 2 (2023),16,333,"Feb 17, 2023 - Apr 15, 2023","Friday, Saturday",1 hr. 10 min.,"['Action', 'Thriller', 'Mystery', 'Crime']","['Revenge', 'Teamwork', 'Graphic Violence', 'Skilled Fighter', 'Criminal Organization', 'Episodic Format', 'Organized Crime', 'Suspense', 'Smart Male Lead', 'Taxi Setting']","After disbanding, Do Gi and the Rainbow Deluxe Taxi crew reunite, unable to ignore their drive for justice. Joined by newcomer On Ha Jun, they take on more cases than ever, but a mysterious organization emerges, eliminating one of their targets before vanishing. As they investigate, the crew faces their most dangerous challenge yet. (Source: MyDramaList) ~~ Adapted from the webtoon ""The Deluxe Taxi"" (모범택시) by Carlos (까를로스) and Keukeu Jae Jin (크크재진).",모범택시 시즌2,"Mobeomtaeksi 2 , Model Taxi 2 , Taxi Driver 2 , Taxi Driver S2 , 모범택시2 , 모범택시시즌2",18+ Restricted (violence & profanity),28549,8.9,107,55704
39,2023,tvN O'PENing: Shoot Me (2023),2,14224,"Jul 13, 2023",Thursday,1 hr. 7 min.,"['Drama', 'Sports']","['Sharp-Shooting', 'Coach Supporting Character', 'Suspension', 'Female Rivalry', 'Different Timelines', 'Miniseries', 'Competition']","Gyu Jung was once a rifle genius but got involved in match-fixing in exchange for money to protect both her dream and her sick brother. However, she regrets this choice so much that she is stuck in the past and not able to move forward in her life. Seven years later, Gyu Jung slowly brings her longing for the rifle back to life, and with Da Un, her past rival, and Si Yun, her old fan, she gains the courage to start shooting the rifle again. (Source: TVDb) ~~ Release dates: Jul 13, 2023 (TVING) || Aug 27, 2023 (tvN)",나를 쏘다,"Nareul Ssoda , Perfect Shot , Shoot at Me",15+ - Teens 15 or older,122,7.6,18199,580
40,2023,Because We Are Different (2023),5,99999,"Oct 11, 2023 - Nov 8, 2023",,9 min.,"['Romance', 'Drama']","['Short Length Series', 'Miniseries', 'Web Series']",,달라서 우리는,Dalraseo Urineun,Not Yet Rated,0,0.0,99999,8
41,2023,Strong Girl Nam Soon (2023),16,250,"Oct 7, 2023 - Nov 26, 2023","Saturday, Sunday",1 hr. 10 min.,"['Action', 'Comedy', 'Romance', 'Supernatural']","['Superhuman Strength', 'Investigation', 'Mother-Daughter Relationship', 'Family Reunion', 'Undercover Operation', 'Organized Crime', 'Badass Female Lead', 'Teamwork', 'Death', 'Crime']","Kang Nam Sun, who has superhuman strength, went missing as a child in Mongolia. Now an adult, she arrives in Gangnam, Seoul, to find her parents and reunites with her mother, Hwang Geum Ju, a wealthy resident of the area. Hwang Geum Ju, who has also been gifted with superhuman strength, has spent years searching for her daughter while living a life focused on righteousness. Kang Nam Sun's grandmother, Gil Jung Gan, shares this same strength. The three women become involved in a drug case in Gangnam, working with Detective Kang Hui Sik, who also becomes attracted to Kang Nam Sun. (Source: MyDramaList)",힘쎈여자 강남순,"Himssenyeoja Kang Nam Soon , Strong Girl Kang Nam Soon , Strong Woman Kang Nam Soon , Strong Girl Namsoon",15+ - Teens 15 or older,30391,7.2,9356,64926
42,2023,Agency (2023),16,1906,"Jan 7, 2023 - Feb 26, 2023","Saturday, Sunday",1 hr. 5 min.,"['Business', 'Life', 'Drama']","['Workplace Setting', 'Office Setting', 'Teamwork', 'Hardworking Female Lead', 'Mental Illness', 'Cold Female Lead', 'Successful Female Lead', 'Orphan Female Lead', 'Office Worker Female Lead', 'Gender Inequality']","An office drama depicting a woman who became the first female executive in her group to make her career beyond her first to the highest position. In the background of an advertising agency, it contains realistic stories of the daily lives of those who live a life like war and behind the scenes in the industry. (Source: Korean = Naver || Translation = MyDramaList)",대행사,"(Advertising) Agency , (Gwanggo) Daehaengsa , (광고)대행사 , Ad Agency , Daehaengsa , Агентство , وكالة الإعلانات",Not Yet Rated,4548,8.2,1682,13060
43,2023,Welcome to the Lesbian Bar (2023),5,14041,"Mar 18, 2023 - Mar 22, 2023",Saturday,6 min.,"['Romance', 'Life']","['Bar Setting', 'Female Centered Plot', 'Bartender Female Lead', 'Miniseries', 'Part-time Worker Supporting Character', 'Short Length Series', 'LGBTQ+', 'Web Series', 'Lesbian Female Lead', 'Lesbian Romance']","The lives of seven queer women intersect at a local lesbian bar as they meet, part, and share their colourful stories over a variety of equally colourful drinks. (Source: Fondueforkharpoon at MyDramaList)",어서오세요 레즈바에,"Eoseooseyo Rejeubae , Ласкаво Просимо до Лесбійського Бару",Not Yet Rated,159,7.4,20336,594
44,2023,Unrealistic Youtuber (2023),7,99999,"Feb 26, 2023 - May 14, 2023",,10 min.,['Comedy'],"['YouTuber Female Lead', 'Short Length Series', 'Miniseries', 'Web Series']",,B현실 유튜버,B Hyeonsil Yutyubeo,Not Yet Rated,5,5.8,99999,38
45,2023,Evilive (2023),10,1864,"Oct 14, 2023 - Nov 13, 2023","Monday, Sunday",60 min.,"['Thriller', 'Mystery', 'Crime', 'Drama']","['Cruel Male Lead', 'Contract Employee Male Lead', 'Gangster Male Lead', ""Half-brothers' Relationship"", 'Criminal Male Lead', 'Lawyer Male Lead', 'Evil Male Lead', 'Villain Male Lead', 'Criminal Organization', 'Action']","Han Dong Su, a rational livelihood lawyer, picks a random prisoner to visit and takes on a case that leads him into the dark world of crime. His half-brother, Han Beom Jae, works at a second-hand computer shop and acts as a case broker for him. When Beom Jae brings him a case involving Seo Do Yeong, the #2 member of a crime organization, he notices a change in Dong Su. Seo, a former baseball player, may look charming but hides a cruel and unpredictable madness. (Source: MyDramaList)",악인전기,"Aginjeongi , Akinjeongi , Biography of a Villain , EVILLIVE , Villain Story , Биография злодея , Життєпис лиходія",18+ Restricted (violence & profanity),3410,8.1,1896,13367
46,2023,Numbers (2023),12,1532,"Jun 23, 2023 - Jul 29, 2023","Friday, Saturday",60 min.,"['Action', 'Thriller', 'Mystery', 'Drama']","['Accountant Male Lead', 'Corruption', 'Bromance', 'Smart Male Lead', 'Workplace Setting', 'Office Setting', 'Workplace Politics', 'Revenge', 'High School To Working Life', 'Business Industry']","Ho Woo, a high school graduate with exceptional memory, observation, and a strong sense of justice, becomes the first of his kind to join the top accounting firm in the country. Je Kyun, the firm’s Vice President, and his son Seung Jo, the firm’s ace accountant, work alongside him. Though they have different goals, they all aim for the same target, serving justice within the firm. (Source: MyDramaList)",넘버스: 빌딩숲의 감시자들,"Accounting Firm , Hoegyebeobin , Neombeoseu: Bildingsupui Gamsijadeul , NUM:ERS , Numbers , Numbers: Observers in the Building Forest , Números , Номера , Числа , محاسب العدالة , 넘버스 , 회계법인",15+ - Teens 15 or older,4914,7.8,3627,16919
47,2023,Woman in a Veil (2023),103,9117,"Mar 14, 2023 - Aug 4, 2023","Monday, Tuesday, Wednesday, Thursday, Friday",40 min.,"['Thriller', 'Romance', 'Drama', 'Melodrama']","['Dishonest Female Lead', 'Mean In-Law', 'Married Female Lead', 'Married Male Lead', 'Death Of A Mother', 'Office Worker Female Lead', 'Heiress Female Lead', 'Secretary Supporting Character', 'Company President (CEO) Male Lead', 'Blind Female Lead']","Gyeo Ul witnesses her husband Yu Jin having an affair with her friend Ae Ra who becomes the target of her revenge. It causes Gyeo Ul to lose her eyesight and suffer from lock-in syndrome out of shock. Gyeo Ul gets involved with Se Rin, an heiress who owns everything. Se Rin is an arrogant and cold-hearted woman who looks down on people and does not hesitate to take revenge on whoever stabs her in the back. (Source: Kocowa)",비밀의 여자,"A Secret Woman , Bimilui Yeoja , Secret Woman",15+ - Teens 15 or older,283,6.8,11806,1338
48,2023,Jun & Jun (2023),8,549,"Jul 20, 2023 - Sep 7, 2023",Thursday,28 min.,"['Comedy', 'Romance']","['Boss-Employee Relationship', 'Workplace Romance', 'Gay Romance', 'Meet Again', 'LGBTQ+', 'Intern Male Lead', 'Male Harem', 'Workplace Setting', 'Office Setting', 'Long Time Crush']","Lee Jun, a former idol star, now works as an intern at a cosmetics firm after giving up his dreams of stardom. He reunites with Choi Jun, a flirtatious manager at the company. While dealing with a growing workload, Lee Jun finds himself caught in a romantic tension with Choi Jun. Meanwhile, office romances blossom as fellow employees Simeon and Song Hyun Jae begin to develop feelings for each other. (Source: MyDramaList)",준과 준,"Jun and Jun , Jun e Jun , Jun và Jun , Jungwa Jun , Джун и Джун",15+ - Teens 15 or older,22388,7.3,8224,39380
49,2023,Why Opposites Attract Season 2 (2023),8,99999,"May 4, 2023 - Jun 11, 2023",,10 min.,[],"['Short Length Series', 'Miniseries', 'Web Series']",,반대가 끌리는 이유 시즌2,"Bandaega Kkeulrineun Iyu 2 , Bandaega Kkeulrineun Iyu Sijeun 2 , Why Opposites Attract 2 , 반대가 끌리는 이유 2",Not Yet Rated,6,7.5,99999,63
50,2023,The Glory Part 2 (2023),8,72,"Mar 10, 2023",Friday,55 min.,"['Thriller', 'Drama', 'Melodrama']","['Revenge', 'Trauma', 'Graphic Violence', 'Suspense', 'Perpetrator-Victim Relationship', 'Domestic Violence', 'Brief Nudity', 'Scheme', 'Sexual Assault', 'Nudity  (show hidden tags)']","Moon Dong Eun's silent fury against those students that horrifically abused her during her high school years continues to burn inside of her. She meticulously executes her plan to inflict ultimate pain on her tormentors. Meanwhile, the sudden disappearance of Son Myeong Oh has gotten the attention of the police and his friends. Joo Yeo Jeong follows Moon Dong Eun and is willing to do anything she asks in her pursuit of revenge. Before Moon Dong Eun begins her final moves, she offers her nemesis Park Yeon Jin a chance to save herself if she turns in to the police, but Park Yeon Jin has her own plans to stop Moon Dong Eun. A violent and bloody game of nerves plays out between these rivals. (Source: AsianWiki)",더글로리 파트 2,"A Glória - Parte 2 , A Lição Parte 2 , Chwała Sezon 2 , Deo Geullori 2 , Deo Geullori Pateu 2 , Deo Geullori Sijeun 2 , Sláva – Řada 2. , The Glory 2 , The Glory Season 2 , Слава 2 , مجد الانتقام الجزء الثاني , 더 글로리 시즌2 , 더 글로리2",18+ Restricted (violence & profanity),83201,8.9,80,126515
